id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,league,season,jornada,fecha_descarga
7604,Alejandro Catena,10,900,1,1.2249825205653906,1,0.1309411525726318,5,3,3,0,D,Osasuna,1,1.2249825205653906,1.2529054936021566,0.6148974951356649,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
7779,Oihan Sancet,8,585,1,2.651404744014144,0,0.5074463170021772,15,10,0,0,M S,Athletic Club,0,1.908127112314105,1.6038301438093183,0.374158926308155,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
7829,Eder Militão,8,683,1,0.6968493638560176,1,0.7309486418962479,9,4,2,0,D,Real Madrid,1,0.6968493638560176,3.081589577719569,3.041909985244274,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
7888,Nemanja Gudelj,8,528,1,0.3292186986654997,0,0.1312939412891864,9,2,2,0,M S,Sevilla,1,0.3292186986654997,1.6405211687088013,1.5398104935884476,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
7916,Pol Lozano,10,794,1,0.113945273682475,0,0.2986741410568356,4,6,2,0,M,Espanyol,1,0.113945273682475,2.67536017857492,2.314063785597682,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
8001,Takefusa Kubo,8,482,1,1.0349691435694697,0,1.1790363043546677,10,10,0,0,F M S,Real Sociedad,1,1.0349691435694697,2.993590503931045,1.9853099547326565,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
8042,Raul García,10,229,1,1.7983495891094208,0,0.0299883875995874,8,1,1,0,F S,Osasuna,1,1.7983495891094208,1.4894505888223648,0.1332050785422325,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
8045,Eric Garcia,10,756,1,1.8646820969879627,0,0.7552864141762257,10,14,0,0,D S,Barcelona,1,1.8646820969879627,7.141135409474373,6.535113945603371,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
8070,Mateu Morey,9,460,1,0.1837131008505821,0,0.516222694888711,4,3,2,0,D S,Mallorca,1,0.1837131008505821,1.1125931404531002,0.4921427480876446,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
8165,Lucien Agoume,9,764,1,0.1869982257485389,1,0.9468046613037586,2,8,4,0,M,Sevilla,1,0.1869982257485389,3.739445373415947,3.1418313682079315,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
