id,player_name,games,time,position,team_title,league,season,goals_90,xG_90,assists_90,xA_90,shots_90,key_passes_90,yellow_cards_90,red_cards_90,npg_90,npxG_90,xGChain_90,xGBuildup_90
5240,Ondrej Duda,32,2574,F M,FC Cologne,Bundesliga,2020-2021,0.24475524475524477,0.2199875313944958,0.13986013986013987,0.11805652220687875,1.7132867132867133,1.4685314685314685,0.2097902097902098,0.03496503496503497,0.13986013986013987,0.11400473326887492,0.3233157432722775,0.19479128043655747
5249,Emil Forsberg,29,1566,F M S,RasenBallsport Leipzig,Bundesliga,2020-2021,0.40229885057471265,0.3394465061204358,0.2298850574712644,0.3163030507021594,2.0114942528735633,2.126436781609195,0.0,0.0,0.2873563218390805,0.2087997840503338,0.6906068173033753,0.3325992513276722
5353,Josip Brekalo,29,1840,F M S,Wolfsburg,Bundesliga,2020-2021,0.3423913043478261,0.2165291189904446,0.1467391304347826,0.19310368176387704,2.298913043478261,1.809782608695652,0.04891304347826087,0.0,0.3423913043478261,0.2165291189904446,0.5184321421623715,0.24210729389248983
5735,Jean-Philippe Mateta,15,1008,F S,Mainz 05,Bundesliga,2020-2021,0.625,0.7512637392418193,0.08928571428571427,0.12019475930303868,2.5,1.0714285714285714,0.17857142857142855,0.0,0.5357142857142857,0.6836057086807809,0.8487059839535502,0.11585921597933131
7080,Matheus Cunha,27,2164,F M S,Hertha Berlin,Bundesliga,2020-2021,0.2911275415896488,0.34114707058188876,0.16635859519408502,0.17892992722607334,2.911275415896488,1.954713493530499,0.3743068391866913,0.0,0.2079482439926063,0.2466100514065922,0.5263435502765552,0.20393996111284285
7090,Krzysztof Piatek,32,1630,F S,Hertha Berlin,Bundesliga,2020-2021,0.3865030674846626,0.3536688383280134,0.05521472392638037,0.05433257551509544,2.2638036809815953,0.5521472392638037,0.22085889570552147,0.0,0.3865030674846626,0.31182839182074085,0.34561618315227377,0.04329470449635771
157,Daniel Caligiuri,33,2675,D M S,Augsburg,Bundesliga,2020-2021,0.20186915887850468,0.15186255698170617,0.13457943925233645,0.12936915912639313,1.3457943925233646,1.6485981308411215,0.16822429906542058,0.0,0.13457943925233645,0.07537667543810105,0.25796754908199626,0.16258249840063746
320,Jonas Hofmann,24,1836,F M S,Borussia M.Gladbach,Bundesliga,2020-2021,0.29411764705882354,0.22164276394737412,0.5392156862745098,0.289824948390471,1.2254901960784315,2.7450980392156863,0.04901960784313726,0.0,0.14705882352941177,0.11020477034845481,0.3286390214720193,0.09170275784152396
337,Leroy Sané,32,1819,M S,Bayern Munich,Bundesliga,2020-2021,0.29686641011544807,0.2652545853089408,0.44529961517317207,0.32051279160914475,2.8202308960967564,1.6327652556349643,0.09895547003848269,0.0,0.29686641011544807,0.2652545853089408,1.0195105519799035,0.47936358542855856
1275,Robin Quaison,28,1485,F M S,Mainz 05,Bundesliga,2020-2021,0.36363636363636365,0.36647814359854564,0.12121212121212122,0.11652818277026666,2.121212121212121,0.48484848484848486,0.06060606060606061,0.0,0.30303030303030304,0.3205522522894722,0.6679694027160153,0.29253962556972646
3300,Christopher Nkunku,28,1890,F M S,RasenBallsport Leipzig,Bundesliga,2020-2021,0.2857142857142857,0.3573361875578051,0.2857142857142857,0.36277803592383867,2.619047619047619,3.380952380952381,0.09523809523809525,0.0,0.2857142857142857,0.3573361875578051,0.8145597279071808,0.34957094206696465
3310,Alassane Pléa,29,1804,F M S,Borussia M.Gladbach,Bundesliga,2020-2021,0.29933481152993346,0.2746484901533026,0.04988913525498891,0.19254658051132492,3.0931263858093128,1.3968957871396896,0.09977827050997783,0.0,0.29933481152993346,0.2746484901533026,0.5791586944151943,0.19907104882913457
4247,Maximilian Philipp,24,1129,M S,Wolfsburg,Bundesliga,2020-2021,0.47829937998228517,0.28582727099357186,0.15943312666076173,0.06979281612341123,2.391496899911426,1.1160318866253323,0.23914968999114258,0.0,0.47829937998228517,0.28582727099357186,0.41787866082296526,0.11027079705805562
6708,Bote Baku,34,2877,D M S,"Mainz 05,Wolfsburg",Bundesliga,2020-2021,0.18769551616266944,0.11650521558737606,0.18769551616266944,0.14016492787566,1.094890510948905,1.3451511991657978,0.03128258602711158,0.0,0.18769551616266944,0.11650521558737606,0.47177868455306576,0.2522947379155813
7065,Florian Neuhaus,33,2636,M S,Borussia M.Gladbach,Bundesliga,2020-2021,0.20485584218512898,0.10331654407462736,0.17071320182094082,0.09856116174323107,1.6388467374810318,0.7852807283763278,0.30728376327769347,0.0,0.20485584218512898,0.10331654407462736,0.44452946935533033,0.3137536432978461
7074,Nicolás González,15,927,F M S,VfB Stuttgart,Bundesliga,2020-2021,0.5825242718446603,0.7094925336395074,0.19417475728155337,0.19059353263922107,4.8543689320388355,1.1650485436893205,0.48543689320388356,0.0,0.29126213592233013,0.41523400133529914,0.6634184642179498,0.1490992754336121
7422,Christoph Baumgartner,31,2393,F M S,Hoffenheim,Bundesliga,2020-2021,0.22565816966151273,0.21081325248182692,0.11282908483075636,0.1331466103748664,2.294191391558713,1.2787296280819056,0.22565816966151273,0.0,0.22565816966151273,0.21081325248182692,0.5289202496624247,0.3180306719836335
7810,Ruben Vargas,30,1613,F M S,Augsburg,Bundesliga,2020-2021,0.33477991320520767,0.2168262918564616,0.16738995660260383,0.16266028160057264,2.120272783632982,1.3949163050216986,0.11159330440173588,0.05579665220086794,0.33477991320520767,0.2168262918564616,0.39346127922693463,0.07148118377579474
9160,Matthew Hoppe,22,1315,F S,Schalke 04,Bundesliga,2020-2021,0.41064638783269963,0.23601997516227766,0.06844106463878327,0.05233612891725715,1.3688212927756653,0.5475285171102662,0.20532319391634982,0.0,0.41064638783269963,0.23601997516227766,0.31700836360001294,0.0373859658922306
226,Kingsley Coman,29,1785,M S,Bayern Munich,Bundesliga,2020-2021,0.25210084033613445,0.20825643862495907,0.5042016806722689,0.28626009601191815,2.6218487394957983,2.26890756302521,0.050420168067226885,0.0,0.25210084033613445,0.20825643862495907,0.7370462608562798,0.3325261393828052
